ts,id,x,y,z,devlon,devlat,devheight,tardistance,tarazim,tarpitch,tarheadangle,radialspeed,tarspeed,rcs,tartype,tarcatecred,threlevel,radtaskway,historydotnum,tacquality,tarrange,reserve,reporttime,devid
15:49.3,4579,105.99619103393658,29.353684478716314,376.8502634074539,106.006782,29.356452,351.8,1073.553877710176,25339,133,25339,231,83,2,0,0,200,0,4,0,488,0,13:02.1,1
15:49.6,725,105.99582832807393,29.354460090179618,369.3312713969499,106.006782,29.356452,351.8,1086.517962604343,25827,91,25827,-46,945,0,0,0,200,0,7,0,630,0,13:02.1,1
15:50.4,6466,106.01192110864994,29.356644729428723,355.11966632772237,106.006782,29.356452,351.8,499.51674242419847,8754,37,8754,-67,84,9,0,0,200,0,12,0,21207,0,13:02.1,1
15:50.7,2493,105.99987069837319,29.356792006609854,364.19100929424167,106.006782,29.356452,351.8,672.3143876327238,27321,105,27321,509,837,2,8,0,200,0,22,1,6291,0,13:02.1,1
15:50.7,4784,105.99986750839842,29.35683516987203,365.85408002883196,106.006782,29.356452,351.8,672.9412938587163,27362,119,27362,509,798,2,0,0,200,0,4,0,6291,0,13:02.1,1
15:52.3,3796,105.99634496817943,29.359886193878637,2008.3294460671023,106.006782,29.356452,351.8,1979.0135635810561,29058,5682,29058,-1409,1721,1,0,0,300,0,4,0,2246,0,13:02.2,1
15:52.3,7476,106.00068534223834,29.340935073799546,413.39393367711455,106.006782,29.356452,351.8,1820.1199504799,19899,193,19899,-277,1015,17,8,0,300,0,18,0,740,0,13:02.2,1
15:52.6,1237,105.99723210713483,29.36044686645623,344.32211011182517,106.006782,29.356452,351.8,1027.6824194482697,29552,-42,29552,181,106,345,0,0,200,0,6,0,18361,0,13:02.2,1
15:52.9,7226,105.9999733060434,29.34594053778306,769.9480894934386,106.006782,29.356452,351.8,1403.4933591086597,20957,1732,20957,2084,1973,1,8,0,100,0,6,0,1465,0,13:02.2,1
15:53.1,2644,106.01356514541587,29.364913439386743,380.3542335405946,106.006782,29.356452,351.8,1146.4668918887128,3507,142,3507,-426,1668,8,0,0,200,0,4,0,3893,0,13:02.2,1
15:53.1,2081,105.99212493749684,29.364082661358335,356.58101378474385,106.006782,29.356452,351.8,1655.6452517025816,30072,15,30072,-90,196,1811,1,0,200,0,4,0,31922,0,13:02.2,1
15:53.4,2527,105.98750524460768,29.369518487087213,373.5032982798293,106.006782,29.356452,351.8,2366.8548685288156,30773,51,30773,-1863,2391,146,0,0,300,0,5,0,3807,0,13:02.2,1
15:53.7,4281,106.0150700612339,29.364507824042555,350.71868412569165,106.006782,29.356452,351.8,1202.1276555547388,4202,-5,4202,202,1203,535,0,0,200,0,7,0,18149,0,13:02.2,1
15:53.7,4519,105.99107203248656,29.368077096311545,378.5726849306375,106.006782,29.356452,351.8,1997.0860000000148,31019,75,31019,-1409,2120,15429,1,0,300,0,9,1,22197,0,13:02.2,1
15:53.7,8935,105.99757015885088,29.346978325079288,351.8996274936944,106.006782,29.356452,351.8,1379.5172049803148,22042,0,22042,46,107,2,0,0,200,0,4,0,1021,0,13:02.2,1
15:54.2,3264,105.99582824842332,29.347337546326553,360.87542642839253,106.006782,29.356452,351.8,1467.0987183848508,22647,34,22647,46,215,0,0,0,200,0,4,0,627,0,13:02.2,1
15:54.2,2682,105.99911642266576,29.350834314345896,343.3008454507217,106.006782,29.356452,351.8,970.5576929095147,23008,-50,23008,69,296,0,0,0,200,0,4,0,1090,0,13:02.2,1
15:54.2,8014,105.98152925365521,29.3369617003919,392.29298093542457,106.006782,29.356452,351.8,3268.6269262658607,22862,69,22862,-138,983,0,0,0,400,0,5,0,3307,0,13:02.2,1
15:54.5,1442,105.98125721101222,29.38649908743289,458.23366264253855,106.006782,29.356452,351.8,4152.937370358151,32335,144,32335,-90,20,1,0,0,400,0,24,0,403,0,13:02.2,1
15:54.5,4558,105.99442454711878,29.36803409985317,345.6975750233978,106.006782,29.356452,351.8,1757.3179999998824,31693,-20,31693,-909,1759,1055,1,0,200,0,4,0,3472,0,13:02.2,1
15:54.5,1953,106.00411112868979,29.355151249841494,433.5493334978819,106.006782,29.356452,351.8,307.80448356327764,24093,1540,24093,-138,795,0,0,0,200,0,4,0,1629,0,13:02.2,1
15:54.5,2726,105.99074569185248,29.344976298500114,375.1695785121992,106.006782,29.356452,351.8,2010.9701296698374,23076,65,23076,-555,1602,0,0,0,300,0,4,0,658,0,13:02.2,1
15:54.8,5758,105.9856490257365,29.385060689868265,423.1966424109414,106.006782,29.356452,351.8,3777.850349143501,32710,106,32710,-227,367,5,0,0,400,0,4,0,6751,0,13:02.2,1
15:55.0,4659,105.98787726674007,29.344408611745834,369.43432658258826,106.006782,29.356452,351.8,2270.0372000002053,23398,43,23398,-92,4497,0,0,0,300,0,4,0,1503,0,13:02.2,1
15:55.3,437,106.01261154925467,29.35904053862365,342.79565960913897,106.006782,29.356452,351.8,634.719260889461,6311,-81,6311,67,32,15,0,0,200,0,23,0,9036,0,13:02.2,1
15:55.6,6522,106.00007905871851,29.367983129418583,361.6844863155857,106.006782,29.356452,351.8,1434.4113314128024,33301,38,33301,204,3160,311,0,0,200,0,5,0,8162,0,13:02.2,1
15:55.6,4579,105.99619103393658,29.353684478716314,376.8502634074539,106.006782,29.356452,351.8,1073.553877710176,25339,133,25339,231,83,2,0,0,200,0,4,0,488,0,13:02.2,1
15:55.9,725,105.99582832807393,29.354460090179618,369.3312713969499,106.006782,29.356452,351.8,1086.517962604343,25827,91,25827,-46,945,0,0,0,200,0,7,0,630,0,13:02.2,1
15:56.7,6466,106.01197148011325,29.35664661750127,355.1200513066724,106.006782,29.356452,351.8,504.4125814405665,8754,37,8754,-67,84,9,0,0,200,0,12,0,21207,0,13:02.2,1
15:56.9,2493,106.00025439644614,29.35677313974529,364.18718862719834,106.006782,29.356452,351.8,635.0022782025865,27321,111,27321,509,837,2,8,0,200,0,22,1,6291,0,13:02.2,1
15:58.6,3796,105.99461842734128,29.360454192616327,2008.3623599829152,106.006782,29.356452,351.8,2082.4404522868963,29058,5269,29058,-1409,1721,1,0,0,300,0,4,0,2246,0,13:02.2,1
15:58.6,7476,106.00068534223834,29.340935073799546,413.39393367711455,106.006782,29.356452,351.8,1820.1199504799,19899,193,19899,-277,1015,17,8,0,300,0,18,0,740,0,13:02.2,1
15:58.8,1237,105.9972199850604,29.360470230916356,341.63368213083595,106.006782,29.356452,351.8,1029.8849426340985,29562,-57,29562,90,102,234,0,0,200,0,7,0,14591,0,13:02.2,1
15:59.1,4523,105.983499675566,29.36933060866314,411.22165208589286,106.006782,29.356452,351.8,2674.430600000001,30227,126,30227,-272,2123,11971,0,0,300,0,4,0,3396,0,13:02.2,1
15:59.1,7226,105.9999733060434,29.34594053778306,769.9480894934386,106.006782,29.356452,351.8,1403.4933591086597,20957,1732,20957,2084,1973,1,8,0,100,0,6,0,1465,0,13:02.2,1
15:59.4,2644,106.01356514541587,29.364913439386743,380.3542335405946,106.006782,29.356452,351.8,1146.4668918887128,3507,142,3507,-426,1668,8,0,0,200,0,4,0,3893,0,13:02.2,1
15:59.4,2081,105.99212493749684,29.364082661358335,356.58101378474385,106.006782,29.356452,351.8,1655.6452517025816,30072,15,30072,-90,196,1811,1,0,200,0,4,0,31922,0,13:02.2,1
15:59.6,2527,105.98750524460768,29.369518487087213,373.5032982798293,106.006782,29.356452,351.8,2366.8548685288156,30773,51,30773,-1863,2391,146,0,0,300,0,5,0,3807,0,13:02.2,1
15:59.6,4519,105.99005854356321,29.36818341938096,394.1923479139805,106.006782,29.356452,351.8,2080.839352594487,30869,115,30869,-1409,1890,11368,1,0,300,0,10,1,64533,0,13:02.2,1
15:59.9,4281,106.0150700612339,29.364507824042555,350.71868412569165,106.006782,29.356452,351.8,1202.1276555547388,4202,-5,4202,202,1203,535,0,0,200,0,7,0,18149,0,13:02.2,1
15:59.9,8935,105.99759441556076,29.347003274406987,351.89884112309664,106.006782,29.356452,351.8,1375.884311554928,22042,0,22042,46,107,2,0,0,200,0,4,0,1021,0,13:02.2,1
15:59.9,5788,105.9875794225507,29.338473079233687,397.4355490989983,106.006782,29.356452,351.8,2729.777040996564,22310,94,22310,949,757,0,0,0,200,0,4,0,1738,0,13:02.2,1
16:00.2,4558,105.9933116307731,29.36776712508432,383.96138922777027,106.006782,29.356452,351.8,1812.4851551446616,31380,100,31380,-818,1801,1311,1,0,300,0,5,0,65437,0,13:02.2,1
16:00.5,3264,105.9958553504187,29.347360100620918,360.87459115870297,106.006782,29.356452,351.8,1463.4686043841978,22647,34,22647,46,215,0,0,0,200,0,4,0,627,0,13:02.2,1
16:00.5,8014,105.98152925365521,29.3369617003919,392.29298093542457,106.006782,29.356452,351.8,3268.6269262658607,22862,69,22862,-138,983,0,0,0,400,0,5,0,3307,0,13:02.2,1
16:00.7,1442,105.98122248708007,29.386539948062413,458.2373491944745,106.006782,29.356452,351.8,4158.581754756912,32335,144,32335,-90,20,1,0,0,400,0,24,0,403,0,13:02.2,1
16:00.7,2726,105.99074569185248,29.344976298500114,375.1695785121992,106.006782,29.356452,351.8,2010.9701296698374,23076,65,23076,-555,1602,0,0,0,300,0,4,0,658,0,13:02.2,1
16:00.7,4659,105.98781937989128,29.34437172604011,369.4368066638708,106.006782,29.356452,351.8,2276.988541265817,23398,43,23398,-92,4497,0,0,0,300,0,4,0,1503,0,13:02.2,1
16:01.0,5758,105.9856490257365,29.385060689868265,423.1966424109414,106.006782,29.356452,351.8,3777.850349143501,32710,106,32710,-227,367,5,0,0,400,0,4,0,6751,0,13:02.2,1
16:01.5,437,106.01256513167849,29.359019929005036,342.79515869077295,106.006782,29.356452,351.8,629.6664866855137,6311,-82,6311,67,32,15,0,0,200,0,23,0,9036,0,13:02.2,1
16:01.8,6522,106.00007905871851,29.367983129418583,361.6844863155857,106.006782,29.356452,351.8,1434.4113314128024,33301,38,33301,204,3160,311,0,0,200,0,5,0,8162,0,13:02.2,1
16:02.1,725,105.99582832807393,29.354460090179618,369.3312713969499,106.006782,29.356452,351.8,1086.517962604343,25827,91,25827,-46,945,0,0,0,200,0,7,0,630,0,13:02.2,1
16:02.3,9456,106.01354451867977,29.357984531284128,358.9450975423679,106.006782,29.356452,351.8,678.3451745727973,7549,60,7549,157,569,2,0,0,200,0,4,0,6516,0,13:02.2,1
16:02.9,6466,106.01201433825248,29.35664822393701,355.1203818190843,106.006782,29.356452,351.8,508.57816667904024,8754,37,8754,-67,84,9,0,0,200,0,12,0,21207,0,13:02.2,1
16:02.9,3136,105.97882176521605,29.355065750746782,437.1725185913965,106.006782,29.356452,351.8,2720.885709741562,26676,178,26676,277,665,669,0,0,300,0,4,0,14992,0,13:02.2,1
16:03.1,2493,106.00057828050163,29.356757213138657,364.18413335923105,106.006782,29.356452,351.8,603.5073194499082,27321,117,27321,509,837,2,8,0,200,0,22,1,6291,0,13:02.2,1
16:04.8,3796,105.99327692613858,29.360895500906214,2008.3914049090818,106.006782,29.356452,351.8,2169.6183693782623,29058,4977,29058,-1409,1721,1,0,0,300,0,4,0,2246,0,13:02.2,1
16:05.0,1237,105.99724872998748,29.36041436134135,339.65295464824885,106.006782,29.356452,351.8,1024.720920252929,29538,-68,29538,113,100,335,0,0,200,0,8,0,31248,0,13:02.2,1
16:05.3,4523,105.98332346692636,29.369428050458364,411.2301713079214,106.006782,29.356452,351.8,2694.659280852648,30227,125,30227,-272,2123,11971,0,0,300,0,4,0,3396,0,13:02.2,1
16:05.8,2527,105.98750524460768,29.369518487087213,373.5032982798293,106.006782,29.356452,351.8,2366.8548685288156,30773,51,30773,-1863,2391,146,0,0,300,0,5,0,3807,0,13:02.2,1
16:05.8,4519,105.98896293974654,29.368092735021758,351.1966054448858,106.006782,29.356452,351.8,2158.4397614475297,30671,-2,30671,-1432,1896,7620,1,0,300,0,11,0,20215,0,13:02.2,1
16:06.1,4281,106.0150700612339,29.364507824042555,350.71868412569165,106.006782,29.356452,351.8,1202.1276555547388,4202,-5,4202,202,1203,535,0,0,200,0,7,0,18149,0,13:02.2,1
16:06.1,8935,105.99761357250556,29.347022978340878,351.8982215458527,106.006782,29.356452,351.8,1373.0152040471266,22042,0,22042,46,107,2,0,0,200,0,4,0,1021,0,13:02.2,1
16:06.1,5788,105.98771311732476,29.339008074010117,381.4587852731347,106.006782,29.356452,351.8,2677.5600963071643,22376,62,22376,903,803,0,0,0,200,0,5,0,1762,0,13:02.2,1
16:06.4,4558,105.9929303730805,29.368029935161736,373.9943648716435,106.006782,29.356452,351.8,1859.2193999998458,31365,67,31365,-795,783,1242,1,0,300,0,6,0,13589,0,13:02.2,1
16:06.4,3264,105.99587584742764,29.347377158231907,360.8739608246833,106.006782,29.356452,351.8,1460.7231812771727,22647,34,22647,46,215,0,0,0,200,0,4,0,627,0,13:02.2,1
16:06.6,7334,105.99433716778726,29.36749158774021,910.8845182042569,106.006782,29.356452,351.8,1808.4837999998392,31536,1799,31536,-1181,1781,0,0,0,300,0,4,0,311,0,13:02.2,1
16:06.6,8014,105.98152925365521,29.3369617003919,392.29298093542457,106.006782,29.356452,351.8,3268.6269262658607,22862,69,22862,-138,983,0,0,0,400,0,5,0,3307,0,13:02.2,1
16:06.9,1442,105.981240519838,29.386416989501456,455.42077099438757,106.006782,29.356452,351.8,4146.539732122203,32326,141,32326,-45,12,1,0,0,400,0,25,0,392,0,13:02.2,1
16:06.9,4659,105.98777156136597,29.34434125586676,369.4388611037284,106.006782,29.356452,351.8,2282.730832770991,23398,43,23398,-92,4497,0,0,0,300,0,4,0,1503,0,13:02.2,1
16:07.2,5758,105.9856490257365,29.385060689868265,423.1966424109414,106.006782,29.356452,351.8,3777.850349143501,32710,106,32710,-227,367,5,0,0,400,0,4,0,6751,0,13:02.2,1
16:07.2,1283,105.99468472005483,29.349695030033935,371.1653119046241,106.006782,29.356452,351.8,1393.372901797677,23748,79,23748,-46,63,3,0,0,200,0,4,0,1116,0,13:02.2,1
16:07.7,437,106.01259312138227,29.358961010181638,350.98465376906097,106.006782,29.356452,351.8,629.1143315325337,6376,-7,6376,67,42,47,0,0,200,0,24,0,38133,0,13:02.2,1
16:08.0,6522,106.00007905871851,29.367983129418583,361.6844863155857,106.006782,29.356452,351.8,1434.4113314128024,33301,38,33301,204,3160,311,0,0,200,0,5,0,8162,0,13:02.2,1
16:08.2,725,105.99582832807393,29.354460090179618,369.3312713969499,106.006782,29.356452,351.8,1086.517962604343,25827,91,25827,-46,945,0,0,0,200,0,7,0,630,0,13:02.2,1
16:08.5,9456,106.01342287055617,29.35795696665515,358.943812279962,106.006782,29.356452,351.8,666.1442383185523,7549,61,7549,157,569,2,0,0,200,0,4,0,6516,0,13:02.2,1
16:09.1,6466,106.01201433825248,29.35664822393701,355.1203818190843,106.006782,29.356452,351.8,508.57816667904024,8754,37,8754,-67,84,9,0,0,200,0,12,0,21207,0,13:02.2,1
16:09.1,3136,105.97903768286952,29.355076478392174,437.1636059684679,106.006782,29.356452,351.8,2699.894382363452,26676,179,26676,277,665,669,0,0,300,0,4,0,14992,0,13:02.2,1
16:09.3,2493,106.00057828050163,29.356757213138657,364.18413335923105,106.006782,29.356452,351.8,603.5073194499082,27321,117,27321,509,837,2,8,0,200,0,22,1,6291,0,13:02.2,1
16:10.2,1031,105.98709660807636,29.360617700888806,398.5458144787699,106.006782,29.356452,351.8,1967.115,28358,135,28358,-231,2522,50,0,0,300,0,5,0,4514,0,13:02.2,1
16:11.0,3796,105.99327692613858,29.360895500906214,2008.3914049090818,106.006782,29.356452,351.8,2169.6183693782623,29058,4977,29058,-1409,1721,1,0,0,300,0,4,0,2246,0,13:02.2,1
16:11.2,1237,105.99723643536883,29.360271678254847,352.69611537549645,106.006782,29.356452,351.8,1019.0574573804582,29455,4,29455,68,124,709,0,0,200,0,9,0,52075,0,13:02.2,1
16:11.5,4523,105.98317561840815,29.369509809037247,411.2373689310625,106.006782,29.356452,351.8,2711.632257507781,30227,124,30227,-272,2123,11971,0,0,300,0,4,0,3396,0,13:02.2,1
16:11.8,4519,105.98806741212272,29.368677627020805,351.23426935169846,106.006782,29.356452,351.8,2266.9029085004468,30671,-2,30671,-1432,1896,7620,1,0,300,0,11,0,20215,0,13:02.2,1
16:12.1,2527,105.98750524460768,29.369518487087213,373.5032982798293,106.006782,29.356452,351.8,2366.8548685288156,30773,51,30773,-1863,2391,146,0,0,300,0,5,0,3807,0,13:02.2,1
16:12.3,4281,106.0150700612339,29.364507824042555,350.71868412569165,106.006782,29.356452,351.8,1202.1276555547388,4202,-5,4202,202,1203,535,0,0,200,0,7,0,18149,0,13:02.2,1
16:12.3,8935,105.99761357250556,29.347022978340878,351.8982215458527,106.006782,29.356452,351.8,1373.0152040471266,22042,0,22042,46,107,2,0,0,200,0,4,0,1021,0,13:02.2,1
16:12.6,4558,105.99248430414012,29.368402715816142,374.01212216727436,106.006782,29.356452,351.8,1919.0773328089324,31365,65,31365,-795,783,1242,1,0,300,0,6,0,13589,0,13:02.2,1
16:12.6,7334,105.99287767747734,29.366976629515694,931.4880610117689,106.006782,29.356452,351.8,1876.2390373162107,31083,1798,31083,-1227,2099,0,0,0,300,0,5,0,368,0,13:02.2,1
16:12.6,5788,105.98795221562172,29.339495481081478,387.02840033266693,106.006782,29.356452,351.8,2622.631177353332,22421,75,22421,1042,826,0,0,0,200,0,6,0,1369,0,13:02.2,1
16:12.9,8014,105.98152925365521,29.3369617003919,392.29298093542457,106.006782,29.356452,351.8,3268.6269262658607,22862,69,22862,-138,983,0,0,0,400,0,5,0,3307,0,13:02.2,1
16:13.1,1442,105.98121955180389,29.38644157969877,455.42298827227205,106.006782,29.356452,351.8,4149.940728301533,32326,141,32326,-45,12,1,0,0,400,0,25,0,392,0,13:02.2,1
16:13.1,4659,105.98777156136597,29.34434125586676,369.4388611037284,106.006782,29.356452,351.8,2282.730832770991,23398,43,23398,-92,4497,0,0,0,300,0,4,0,1503,0,13:02.2,1
16:13.4,1283,105.99465422837477,29.349677996298514,371.1660804953426,106.006782,29.356452,351.8,1396.8845196569785,23748,78,23748,-46,63,3,0,0,200,0,4,0,1116,0,13:02.2,1
16:13.4,4440,106.0041509712696,29.354859000957894,388.2923506181687,106.006782,29.356452,351.8,312.71579999974216,23535,669,23535,-555,652,0,0,0,200,0,4,0,2437,0,13:02.2,1
16:13.7,7921,105.99175582631486,29.348736360329628,350.82207257766277,106.006782,29.356452,351.8,1691.3867538244476,23962,-4,23962,46,76,2,0,0,200,0,4,0,780,0,13:02.2,1
16:13.9,437,106.0125462635886,29.358940780365216,350.98415536340326,106.006782,29.356452,351.8,624.0416204980394,6376,-7,6376,67,42,47,0,0,200,0,24,0,38133,0,13:02.2,1
16:14.5,725,105.99582832807393,29.354460090179618,369.3312713969499,106.006782,29.356452,351.8,1086.517962604343,25827,91,25827,-46,945,0,0,0,200,0,7,0,630,0,13:02.2,1
16:14.8,9456,106.0133250868524,29.357934809448473,358.9427960673347,106.006782,29.356452,351.8,656.3368443156418,7549,62,7549,157,569,2,0,0,200,0,4,0,6516,0,13:02.2,1
16:15.3,6466,106.01201433825248,29.35664822393701,355.1203818190843,106.006782,29.356452,351.8,508.57816667904024,8754,37,8754,-67,84,9,0,0,200,0,12,0,21207,0,13:02.2,1
16:15.3,3136,105.97921618416211,29.355085346778782,437.15628998633474,106.006782,29.356452,351.8,2682.54076607974,26676,181,26676,277,665,669,0,0,300,0,4,0,14992,0,13:02.2,1
16:15.6,2493,106.00057828050163,29.356757213138657,364.18413335923105,106.006782,29.356452,351.8,603.5073194499082,27321,117,27321,509,837,2,8,0,200,0,22,1,6291,0,13:02.2,1
16:15.9,425,105.99843078244818,29.357480771627745,360.5586975850165,106.006782,29.356452,351.8,818.99267029581,27800,60,27800,-903,726,1,0,0,200,0,4,0,1209,0,13:02.2,1
16:16.4,1031,105.98712795802766,29.360742380595994,381.3796532219276,106.006782,29.356452,351.8,1967.1150000000996,28399,85,28399,-185,368,34,0,0,300,0,6,0,1113,0,13:02.2,1
16:17.5,1237,105.99726236786502,29.360260539691584,347.08237976022065,106.006782,29.356452,351.8,1016.2640589230425,29454,-27,29454,68,100,606,0,0,200,0,10,0,27066,0,13:02.2,1
16:17.7,4523,105.98317561840815,29.369509809037247,411.2373689310625,106.006782,29.356452,351.8,2711.632257507781,30227,124,30227,-272,2123,11971,0,0,300,0,4,0,3396,0,13:02.2,1
16:18.0,4519,105.98733168186715,29.369158141730633,351.2665936695412,106.006782,29.356452,351.8,2356.0110359430205,30671,-2,30671,-1432,1896,7620,1,0,300,0,11,0,20215,0,13:02.2,1
16:18.3,7334,105.99215885511477,29.367520630627343,931.514570039697,106.006782,29.356452,351.8,1964.1823285675596,31083,1715,31083,-1227,2099,0,0,0,300,0,5,0,368,0,13:02.2,1
16:18.5,4281,106.0150700612339,29.364507824042555,350.71868412569165,106.006782,29.356452,351.8,1202.1276555547388,4202,-5,4202,202,1203,535,0,0,200,0,7,0,18149,0,13:02.2,1
16:18.5,8935,105.99761357250556,29.347022978340878,351.8982215458527,106.006782,29.356452,351.8,1373.0152040471266,22042,0,22042,46,107,2,0,0,200,0,4,0,1021,0,13:02.2,1
16:18.8,4558,105.99133940887427,29.367665468234655,425.92970127332956,106.006782,29.356452,351.8,1949.1323999999565,30965,217,30965,-795,1378,34169,1,0,300,0,7,0,118314,0,13:02.2,1
16:18.8,5788,105.98833735973842,29.339885457544977,395.0771692963317,106.006782,29.356452,351.8,2565.6944945238047,22429,95,22429,833,840,0,0,0,200,0,7,0,2089,0,13:02.2,1
16:19.3,1442,105.98120215224853,29.38646198496211,455.42482957895845,106.006782,29.356452,351.8,4152.762920500897,32326,141,32326,-45,12,1,0,0,400,0,25,0,392,0,13:02.2,1
16:19.3,4659,105.98777156136597,29.34434125586676,369.4388611037284,106.006782,29.356452,351.8,2282.730832770991,23398,43,23398,-92,4497,0,0,0,300,0,4,0,1503,0,13:02.2,1
16:19.3,4440,106.00379272039567,29.354642084275174,388.294551871717,106.006782,29.356452,351.8,354.7518197121065,23535,590,23535,-555,652,0,0,0,200,0,4,0,2437,0,13:02.2,1
16:19.6,1283,105.99462927144008,29.349664054459005,371.1667110156268,106.006782,29.356452,351.8,1399.7587227768236,23748,78,23748,-46,63,3,0,0,200,0,4,0,1116,0,13:02.2,1
16:19.6,3043,105.98811563293883,29.345277548137553,377.96201626304537,106.006782,29.356452,351.8,2195.6925999998903,23565,67,23565,115,814,0,0,0,300,0,4,0,2572,0,13:02.2,1
