ts,id,x,y,z,devlon,devlat,devheight,tardistance,tarazim,tarpitch,tarheadangle,radialspeed,tarspeed,rcs,tartype,tarcatecred,threlevel,radtaskway,historydotnum,tacquality,tarrange,reserve,reporttime,devid
20:41.9,9987,105.97562552171905,29.350210377347103,440.3745360150933,106.006782,29.356452,351.8,3105.019895672069,25712,162,25712,92,88,1,0,0,400,0,4,0,487,0,13:02.4,1
20:41.9,7835,105.99749771107099,29.354423513141196,392.95802605804056,106.006782,29.356452,351.8,930.1184000000305,25599,253,25599,-347,1736,0,0,0,200,0,4,0,956,0,13:02.4,1
20:42.1,1693,105.99866151255036,29.35528192168528,365.0754161188379,106.006782,29.356452,351.8,799.2756840141005,26066,94,26066,463,551,0,0,0,200,0,7,0,808,0,13:02.4,1
20:42.1,4536,105.990734356546,29.355253300003728,372.43492454476655,106.006782,29.356452,351.8,1564.1580729138934,26513,74,26513,-185,1030,0,0,0,300,0,4,0,1160,0,13:02.4,1
20:42.7,2633,105.9824430476301,29.357250422359993,391.87512160651386,106.006782,29.356452,351.8,2365.503134202529,27215,96,27215,46,42,3,0,0,300,0,4,0,1667,0,13:02.4,1
20:43.0,8992,106.00820813977373,29.365131059281826,366.1140705505386,106.006782,29.356452,351.8,972.0777999999016,819,83,819,-204,300,22,0,0,200,0,4,0,6942,0,13:02.4,1
20:43.0,2318,106.00807116089945,29.365121378461627,368.5405860133469,106.006782,29.356452,351.8,969.2472664361885,742,98,742,-204,463,3225,0,0,200,0,4,0,6942,0,13:02.4,1
20:43.2,4171,105.98351603314914,29.358929874363078,452.3501775311306,106.006782,29.356452,351.8,2278.158779815625,27693,251,27693,416,1047,2,0,0,300,0,4,0,7729,0,13:02.4,1
20:43.2,4949,105.98758353295804,29.358793094399676,371.129259519279,106.006782,29.356452,351.8,1882.3815825290642,27792,57,27792,92,52,70,0,0,200,0,18,0,7266,0,13:02.4,1
20:43.2,7519,106.0024913876276,29.35717224933721,351.5483996607363,106.006782,29.356452,351.8,424.2320002764865,28084,-3,28084,46,29,0,0,0,200,0,7,0,2660,0,13:02.4,1
20:43.2,6534,106.00252904936984,29.357053676211414,353.0699364384636,106.006782,29.356452,351.8,418.34722084343394,27917,17,27917,46,278,0,0,0,200,0,4,0,2660,0,13:02.4,1
20:44.8,165,106.00097074143889,29.347303337856104,373.16315146535635,106.006782,29.356452,351.8,1160.759483983732,20909,104,20909,46,146,19,0,0,200,0,7,0,3645,0,13:02.4,1
20:44.8,260,106.005155734658,29.353713697157,349.98352569621056,106.006782,29.356452,351.8,342.16537988566944,20748,-30,20748,46,48,1,0,0,200,0,4,0,10020,0,13:02.4,1
20:45.1,294,105.9991201400318,29.34559129,344.4796171998605,106.006782,29.356452,351.8,1415.2837715194712,21172,-30,21172,-46,94,7,0,0,200,0,9,0,2327,0,13:02.4,1
20:45.6,6675,105.98684901366123,29.335664264980974,442.5158214978874,106.006782,29.356452,351.8,3010.903799999811,22003,171,22003,-1204,1610,0,8,0,400,0,13,0,1208,0,13:02.4,1
20:45.9,2736,106.0089928346718,29.35823257439878,346.55826014187187,106.006782,29.356452,351.8,291.6751359107403,4740,-103,4740,67,295,4,8,0,200,0,23,0,3715,0,13:02.4,1
20:45.9,1459,105.99299557968308,29.36797544154773,371.72540926001966,106.006782,29.356452,351.8,1850.4432000000465,31365,60,31365,-1818,1841,674,1,0,200,0,5,0,2504,0,13:02.4,1
20:45.9,1862,106.00445029077055,29.35423402096474,350.05701433029026,106.006782,29.356452,351.8,334.2452169791451,22264,-30,22264,-46,18,0,0,0,200,0,11,0,2068,0,13:02.4,1
20:46.2,3348,106.01564325558209,29.363839761125888,350.8262590980157,106.006782,29.356452,351.8,1187.8689999997164,4641,-5,4641,785,782,412,0,0,100,0,4,0,21390,0,13:02.4,1
20:46.2,7668,105.99773413067959,29.36499210679408,317.01855998300016,106.006782,29.356452,351.8,1291.9995771733447,31713,-154,31713,-90,223,120,0,0,200,0,4,0,12342,0,13:02.4,1
20:46.2,3808,105.99534316424337,29.347776582316698,369.26094299554825,106.006782,29.356452,351.8,1469.377778380528,22912,67,22912,46,117,3,0,0,200,0,22,0,1248,0,13:02.4,1
20:46.5,1442,105.98147946260987,29.38658345098089,464.05152709502727,106.006782,29.356452,351.8,4147.777503889327,32367,153,32367,-227,62,2,0,0,400,0,53,0,2792,0,13:02.4,1
20:46.5,5145,105.9919242962285,29.375362311577128,325.55421181954443,106.006782,29.356452,351.8,2544.7760647607356,32546,-60,32546,-931,1371,6,0,0,300,0,5,0,16252,0,13:02.4,1
20:46.7,5738,105.99853652490701,29.366148548923785,346.7168575040996,106.006782,29.356452,351.8,1340.2884362299253,32331,-22,32331,1636,1728,2610,0,0,100,0,5,0,21372,0,13:02.4,1
20:46.7,6522,105.99238533203858,29.347160324479603,362.73010146431625,106.006782,29.356452,351.8,1736.5533999999648,23362,35,23362,46,533,3,0,0,200,0,10,0,1213,0,13:02.4,1
20:47.0,489,105.9985618994374,29.36875392169729,369.82939882576466,106.006782,29.356452,351.8,1580.1772581247399,32966,64,32966,636,1046,25,0,0,100,0,25,0,1365,0,13:02.4,1
20:47.0,6843,105.99681703120024,29.369228254205108,373.6385657545179,106.006782,29.356452,351.8,1715.3586,32566,72,32566,-181,471,23,0,0,300,0,4,0,1426,0,13:02.4,1
20:47.0,682,105.9789751982662,29.342331980534297,402.57335059251636,106.006782,29.356452,351.8,3121.6750019454253,23991,91,23991,-115,109,126,0,0,400,0,4,0,3127,0,13:02.4,1
20:47.5,6687,106.00107297318341,29.367046685584253,330.1673730183393,106.006782,29.356452,351.8,1298.8432284397445,33473,-96,33473,1159,2502,644,1,0,100,0,5,0,1861,0,13:02.4,1
20:47.6,5788,105.99639231369198,29.353266192742524,356.30383153352886,106.006782,29.356452,351.8,1068.9644631138674,25071,23,25071,-46,11,5,8,0,200,0,46,0,2204,0,13:02.4,1
20:47.6,1544,105.98836293524403,29.350859610439567,378.6918610390276,106.006782,29.356452,351.8,1893.2583117009365,25088,80,25088,46,101,4,0,0,300,0,4,0,1301,0,13:02.4,1
20:47.6,5691,105.99643709440019,29.35323042243005,358.38694922532886,106.006782,29.356452,351.8,1066.193653656256,25043,34,25043,-46,74,3,0,0,200,0,4,0,2204,0,13:02.4,1
20:47.6,7835,105.99716691937748,29.35363909394606,393.6812717486173,106.006782,29.356452,351.8,985.2947976419763,25153,243,25153,-1042,1660,0,0,0,200,0,5,0,784,0,13:02.4,1
20:48.1,644,105.99714388716401,29.355054006618534,356.3090158998966,106.006782,29.356452,351.8,948.6980986637565,26060,26,26060,-46,30,0,0,0,200,0,23,0,998,0,13:02.4,1
20:48.1,2217,105.98869958967312,29.35302169065683,415.44812078401446,106.006782,29.356452,351.8,1797.811087731771,25778,202,25778,-926,1313,0,0,0,300,0,6,0,561,0,13:02.4,1
20:48.2,9987,105.97569518702126,29.350224342470096,440.37116448394954,106.006782,29.356452,351.8,3098.0822662353717,25712,162,25712,92,88,1,0,0,400,0,4,0,487,0,13:02.4,1
20:48.3,5092,106.01339177625111,29.357789067510858,381.14270334970206,106.006782,29.356452,351.8,659.4026352568934,7699,254,7699,-202,624,5,0,0,200,0,4,0,7975,0,13:02.4,1
20:48.3,7084,106.01202743441587,29.3571541851593,347.12283412273973,106.006782,29.356452,351.8,515.3059737490544,8131,-52,8131,67,48,20,0,0,200,0,9,0,23617,0,13:02.4,1
20:48.4,1693,105.99895377378868,29.35532404255128,365.071879632771,106.006782,29.356452,351.8,770.516976268258,26066,98,26066,463,551,0,0,0,200,0,7,0,808,0,13:02.4,1
20:48.4,4536,105.99059195272996,29.355242654194605,372.43834018707275,106.006782,29.356452,351.8,1578.0359259170311,26513,74,26513,-185,1030,0,0,0,300,0,4,0,1160,0,13:02.4,1
20:49.2,8992,106.00750102270918,29.365520791097428,378.84293666947633,106.006782,29.356452,351.8,1008.0430000000165,397,153,397,-909,1383,15,0,0,200,0,5,0,1190,0,13:02.4,1
20:49.2,2318,106.0080908473388,29.365253754708718,368.5428609987721,106.006782,29.356452,351.8,984.0427726988474,742,97,742,-204,463,3225,0,0,200,0,4,0,6942,0,13:02.4,1
20:49.2,4949,105.98765184750587,29.358784769094452,371.1272879689932,106.006782,29.356452,351.8,1875.6842806846294,27792,58,27792,92,52,70,0,0,200,0,18,0,7266,0,13:02.4,1
20:49.5,4171,105.98378113316308,29.358901664188465,452.3409839849919,106.006782,29.356452,351.8,2252.251761849344,27693,254,27693,416,1047,2,0,0,300,0,4,0,7729,0,13:02.4,1
20:49.5,7519,106.00254264779623,29.35709945013365,350.87956328783184,106.006782,29.356452,351.8,417.88402971838906,27989,-12,27989,-46,25,0,0,0,200,0,8,0,2579,0,13:02.4,1
20:51.3,294,105.99929657838926,29.345570694762014,344.17069688253105,106.006782,29.356452,351.8,1408.3071825558734,21107,-31,21107,46,98,10,0,0,200,0,10,0,2951,0,13:02.5,1
20:51.3,165,106.00050188379292,29.347319091483627,352.4530472513288,106.006782,29.356452,351.8,1181.8748000003163,21106,2,21106,-46,805,26,0,0,200,0,8,0,6477,0,13:02.5,1
20:51.9,1459,105.99201901556938,29.36879155386852,371.7648370480165,106.006782,29.356452,351.8,1981.489658139671,31365,56,31365,-1818,1841,674,1,0,200,0,5,0,2504,0,13:02.5,1
20:52.0,6675,105.98676501502003,29.33501083366141,397.83091396000236,106.006782,29.356452,351.8,3070.845799999923,21928,84,21928,-579,1437,0,8,0,400,0,14,1,2460,0,13:02.5,1
20:52.1,2736,106.0089928346718,29.35823257439878,346.55826014187187,106.006782,29.356452,351.8,291.6751359107403,4740,-103,4740,67,295,4,8,0,200,0,23,0,3715,0,13:02.5,1
20:52.2,1862,106.00442493512996,29.354209901301058,350.05720620509237,106.006782,29.356452,351.8,337.87987070674995,22264,-29,22264,-46,18,0,0,0,200,0,11,0,2068,0,13:02.5,1
20:52.4,3348,106.01533434594229,29.363337037020724,360.11292591132224,106.006782,29.356452,351.8,1127.9270000000724,4741,41,4741,942,985,280,0,0,100,0,5,0,3879,0,13:02.5,1
20:52.7,1442,105.98137423222221,29.38670871691059,464.06278442777693,106.006782,29.356452,351.8,4165.010242242824,32367,152,32367,-227,62,2,0,0,400,0,53,0,2792,0,13:02.5,1
20:52.7,5145,105.9919242962285,29.375362311577128,325.55421181954443,106.006782,29.356452,351.8,2544.7760647607356,32546,-60,32546,-931,1371,6,0,0,300,0,5,0,16252,0,13:02.5,1
20:52.7,6522,105.99241421116439,29.347178966455544,362.7291530473158,106.006782,29.356452,351.8,1733.0697616830207,23362,35,23362,46,533,3,0,0,200,0,10,0,1213,0,13:02.5,1
20:53.0,5738,105.99853652490701,29.366148548923785,346.7168575040996,106.006782,29.356452,351.8,1340.2884362299253,32331,-22,32331,1636,1728,2610,0,0,100,0,5,0,21372,0,13:02.5,1
20:53.0,8503,105.99505968254364,29.37410194088561,515.0862020570785,106.006782,29.356452,351.8,2269.3842494071478,32981,411,32981,227,686,132,0,0,300,0,4,0,53533,0,13:02.5,1
20:53.0,6843,105.99673812969232,29.36932939936146,373.64224158320576,106.006782,29.356452,351.8,1728.9367631134514,32566,71,32566,-181,471,23,0,0,300,0,4,0,1426,0,13:02.5,1
20:53.2,682,105.97894683215888,29.342361611957593,416.178249694407,106.006782,29.356452,351.8,3122.667920481747,23998,116,23998,-115,110,86,0,0,400,0,5,0,7256,0,13:02.5,1
20:53.5,489,105.99924387124418,29.369151985270797,356.8350407248363,106.006782,29.356452,351.8,1586.69839999992,33252,17,33252,181,617,17,0,0,200,0,26,0,1824,0,13:02.5,1
20:53.5,7835,105.99642176597864,29.35342106278204,393.6934987343848,106.006782,29.356452,351.8,1061.5233004593206,25153,225,25153,-1042,1660,0,0,0,200,0,5,0,784,0,13:02.5,1
20:53.8,6687,106.00140468120402,29.366431176339802,330.1524076005444,106.006782,29.356452,351.8,1223.4065492024479,33473,-101,33473,1159,2502,644,1,0,100,0,5,0,1861,0,13:02.5,1
20:53.8,5788,105.99642310597223,29.35328144563114,353.89952732715756,106.006782,29.356452,351.8,1065.5760491254598,25074,10,25074,-46,23,4,8,0,200,0,47,0,1236,0,13:02.5,1
20:53.8,1544,105.98839712367285,29.3508699936434,378.6908193556592,106.006782,29.356452,351.8,1889.7446555968156,25088,80,25088,46,101,4,0,0,300,0,4,0,1301,0,13:02.5,1
20:53.8,5691,105.99640300243168,29.353219803953913,358.38753738161176,106.006782,29.356452,351.8,1069.7073097603768,25043,34,25043,-46,74,3,0,0,200,0,4,0,2204,0,13:02.5,1
20:54.1,5092,106.01347499971557,29.35820460226209,355.35404984187335,106.006782,29.356452,351.8,678.3619999998617,7335,29,7335,202,895,5,0,0,200,0,5,0,8218,0,13:02.5,1
20:54.3,644,105.99721954957155,29.35498664355682,354.2108274232596,106.006782,29.356452,351.8,942.7004556129469,26008,14,26008,46,39,0,0,0,200,0,24,0,1001,0,13:02.5,1
20:54.4,9987,105.97575324558159,29.350235980872142,440.3683604411781,106.006782,29.356452,351.8,3092.300506898902,25712,162,25712,92,88,1,0,0,400,0,4,0,487,0,13:02.5,1
20:54.4,355,105.99993776863505,29.355332027654466,348.29562933184206,106.006782,29.356452,351.8,676.1379198237973,25942,-29,25942,-46,50,1,0,0,200,0,4,0,3206,0,13:02.5,1
20:54.6,7084,106.01197575215753,29.357147267717092,347.1224262835458,106.006782,29.356452,351.8,510.2292214650661,8131,-52,8131,67,48,20,0,0,200,0,9,0,23617,0,13:02.5,1
20:54.6,1693,105.99895377378868,29.35532404255128,365.071879632771,106.006782,29.356452,351.8,770.516976268258,26066,98,26066,463,551,0,0,0,200,0,7,0,808,0,13:02.5,1
20:54.6,4536,105.99047326658844,29.355233781350996,372.4412100035697,106.006782,29.356452,351.8,1589.6024093097228,26513,73,26513,-185,1030,0,0,0,300,0,4,0,1160,0,13:02.5,1
20:54.9,8992,106.00754644896176,29.366093682601946,378.85335537139326,106.006782,29.356452,351.8,1071.6787061956195,397,144,397,-909,1383,15,0,0,200,0,5,0,1190,0,13:02.5,1
20:54.9,2077,105.97875395708628,29.355289775044923,419.4135612268001,106.006782,29.356452,351.8,2725.6653668071317,26729,140,26729,-208,284,879,0,0,300,0,4,0,10664,0,13:02.5,1
20:55.4,2318,106.00810784933516,29.365368079849787,368.54485350474715,106.006782,29.356452,351.8,996.8207843161518,742,95,742,-204,463,3225,0,0,200,0,4,0,6942,0,13:02.5,1
20:55.5,4949,105.98778424496315,29.358751122237976,370.49814916960895,106.006782,29.356452,351.8,1862.4315999998328,27787,56,27787,92,161,57,0,0,200,0,19,0,8021,0,13:02.5,1
20:55.7,7519,106.0025069559787,29.35710490051806,350.87979459762573,106.006782,29.356452,351.8,421.4022255496235,27989,-12,27989,-46,25,0,0,0,200,0,8,0,2579,0,13:02.5,1
20:57.6,294,105.99909309639634,29.345677819775176,352.53671982325613,106.006782,29.356452,351.8,1408.5059951129758,21201,2,21201,-46,13,9,0,0,200,0,11,0,1922,0,13:02.5,1
20:57.6,165,106.00085405976748,29.347330895161864,383.50250783748925,106.006782,29.356452,351.8,1163.8921999997958,20965,155,20965,208,740,21,0,0,200,0,9,0,3386,0,13:02.5,1
20:57.8,6675,105.98723379685873,29.334203084764923,405.2430869843811,106.006782,29.356452,351.8,3112.8051999996915,21759,96,21759,-1343,1615,0,8,0,400,0,15,0,1219,0,13:02.5,1
20:58.1,1459,105.99083704090718,29.367991665564272,369.40158587228507,106.006782,29.356452,351.8,2008.4232348119363,30956,49,30956,-1818,1809,454,1,0,300,0,6,0,21765,0,13:02.5,1
20:58.4,2736,106.0089928346718,29.35823257439878,346.55826014187187,106.006782,29.356452,351.8,291.6751359107403,4740,-103,4740,67,295,4,8,0,200,0,23,0,3715,0,13:02.5,1
20:58.4,1862,106.00440485603056,29.35419080095863,350.0573596218601,106.006782,29.356452,351.8,340.75815031622045,22264,-29,22264,-46,18,0,0,0,200,0,11,0,2068,0,13:02.5,1
20:58.9,3348,106.01508960447423,29.36283437842601,362.5132074235007,106.006782,29.356452,351.8,1073.040731965734,4874,56,4874,875,977,188,0,0,100,0,6,0,1673,0,13:02.5,1
20:58.9,1442,105.9812880647657,29.386811290093537,464.07203720882535,106.006782,29.356452,351.8,4179.121203239709,32367,152,32367,-227,62,2,0,0,400,0,53,0,2792,0,13:02.5,1
20:58.9,5145,105.9919242962285,29.375362311577128,325.55421181954443,106.006782,29.356452,351.8,2544.7760647607356,32546,-60,32546,-931,1371,6,0,0,300,0,5,0,16252,0,13:02.5,1
20:58.9,6522,105.99243804964388,29.347194354597132,362.7283716062084,106.006782,29.356452,351.8,1730.1941688507918,23362,35,23362,46,533,3,0,0,200,0,10,0,1213,0,13:02.5,1
20:59.2,8503,105.99514895056639,29.37396755977946,515.0800911802799,106.006782,29.356452,351.8,2252.194698594872,32981,414,32981,227,686,132,0,0,300,0,4,0,53533,0,13:02.5,1
20:59.2,6843,105.9966725611947,29.369413452521204,373.6453183069825,106.006782,29.356452,351.8,1740.2204403270905,32566,71,32566,-181,471,23,0,0,300,0,4,0,1426,0,13:02.5,1
20:59.4,682,105.9789015283416,29.342354854663995,421.5083607248962,106.006782,29.356452,351.8,3126.9673320445777,24001,126,24001,-115,108,61,0,0,400,0,6,0,11245,0,13:02.5,1
20:59.7,489,105.99931063544224,29.369039519008318,356.8315496221185,106.006782,29.356452,351.8,1572.6470832712146,33252,17,33252,181,617,17,0,0,200,0,26,0,1824,0,13:02.5,1
20:59.7,8467,106.00623618193362,29.3575347020522,365.7913700481877,106.006782,29.356452,351.8,131.94225959164262,33617,608,33617,181,943,0,0,0,200,0,4,0,7005,0,13:02.5,1
20:59.7,7835,105.99659379707212,29.35180725829602,376.9334501987323,106.006782,29.356452,351.8,1115.6110540327809,24251,128,24251,-1320,1687,0,0,0,200,0,6,0,681,0,13:02.5,1
21:00.0,5092,106.01333090563836,29.35816687453426,355.3525140089914,106.006782,29.356452,351.8,663.7581368143972,7335,30,7335,202,895,5,0,0,200,0,5,0,8218,0,13:02.5,1
21:00.0,6687,106.00140468120402,29.366431176339802,330.1524076005444,106.006782,29.356452,351.8,1223.4065492024479,33473,-101,33473,1159,2502,644,1,0,100,0,5,0,1861,0,13:02.5,1
21:00.0,5788,105.99636832661803,29.353250953878494,356.4145077560097,106.006782,29.356452,351.8,1071.7219423880626,25066,24,25066,-46,11,3,8,0,200,0,48,0,1955,0,13:02.5,1
21:00.0,1544,105.98842505047277,29.350878475149845,378.68996989447623,106.006782,29.356452,351.8,1886.8745289665624,25088,80,25088,46,101,4,0,0,300,0,4,0,1301,0,13:02.5,1
21:00.3,2063,105.98746090861476,29.352693348990616,364.0569108892232,106.006782,29.356452,351.8,1922.0115374164145,25748,35,25748,-46,174,6,0,0,200,0,4,0,1245,0,13:02.5,1
21:00.5,644,105.99723459212386,29.354954671855022,352.63032128755003,106.006782,29.356452,351.8,941.8769325217136,25985,4,25985,46,45,0,0,0,200,0,25,0,1486,0,13:02.5,1
21:00.5,9987,105.97575324558159,29.350235980872142,440.3683604411781,106.006782,29.356452,351.8,3092.300506898902,25712,162,25712,92,88,1,0,0,400,0,4,0,487,0,13:02.5,1
21:00.5,6418,105.99723615933483,29.354935345321763,352.1348913758993,106.006782,29.356452,351.8,942.1067999999533,25972,1,25972,46,44,0,0,0,200,0,5,0,1486,0,13:02.5,1
21:00.5,355,105.99990990661135,29.355372805737634,348.286191531457,106.006782,29.356452,351.8,677.9854901550185,25983,-29,25983,-46,58,2,0,0,200,0,5,0,7186,0,13:02.5,1
21:00.8,7084,106.01204027171778,29.357040732150622,347.84762104041874,106.006782,29.356452,351.8,514.787591239428,8271,-44,8271,-67,60,15,0,0,200,0,10,0,11489,0,13:02.5,1
21:00.8,4536,105.99047326658844,29.355233781350996,372.4412100035697,106.006782,29.356452,351.8,1589.6024093097228,26513,73,26513,-185,1030,0,0,0,300,0,4,0,1160,0,13:02.5,1
21:01.0,8992,106.007586587128,29.36659987821003,378.86309205461293,106.006782,29.356452,351.8,1127.9079762916826,397,136,397,-909,1383,15,0,0,200,0,5,0,1190,0,13:02.5,1
21:01.1,2077,105.97859221097255,29.355283050833247,419.4202927406877,106.006782,29.356452,351.8,2741.3855151734397,26729,140,26729,-208,284,879,0,0,300,0,4,0,10664,0,13:02.5,1
21:01.6,1037,106.02736900600962,29.355752562510176,385.38436931278557,106.006782,29.356452,351.8,2000.9614421265458,9221,95,9221,-44,50,0,0,0,300,0,4,0,848,0,13:02.5,1
21:01.6,2318,106.00810784933516,29.365368079849787,368.54485350474715,106.006782,29.356452,351.8,996.8207843161518,742,95,742,-204,463,3225,0,0,200,0,4,0,6942,0,13:02.5,1
21:01.6,4949,105.98785234792375,29.358742885385325,370.49620485678315,106.006782,29.356452,351.8,1855.7559776680796,27787,56,27787,92,161,57,0,0,200,0,19,0,8021,0,13:02.5,1
21:01.9,7519,106.00254981932467,29.35705083403333,350.4502798849717,106.006782,29.356452,351.8,416.3060465446806,27917,-18,27917,-46,29,0,0,0,200,0,9,0,2281,0,13:02.5,1
21:02.1,463,105.9483663140978,29.36803186422589,650.5391536122188,106.006782,29.356452,351.8,5823.539676351971,28276,291,28276,-463,1090,8,0,0,500,0,4,0,1720,0,13:02.5,1
21:02.4,310,105.94821913257056,29.367681641754853,633.0185241438448,106.006782,29.356452,351.8,5828.177800000141,28236,273,28236,-463,1640,50,0,0,500,0,4,0,1720,0,13:02.5,1
21:03.5,165,106.00093404848464,29.34745398352593,383.49965462181717,106.006782,29.356452,351.8,1148.1974833700203,20965,157,20965,208,740,21,0,0,200,0,9,0,3386,0,13:02.5,1
21:03.7,294,105.999024086836,29.345680935265307,348.7673313738778,106.006782,29.356452,351.8,1411.7808036267443,21225,-12,21225,-46,38,8,0,0,200,0,12,0,1866,0,13:02.5,1
21:04.0,1459,105.98921361700734,29.36795136883915,380.30268311407417,106.006782,29.356452,351.8,2129.756400000029,30677,75,30677,-1750,2555,328,1,0,300,0,7,0,60016,0,13:02.5,1
21:04.0,6675,105.9865981121577,29.333479364481036,405.2934070620686,106.006782,29.356452,351.8,3214.0241591540175,21759,93,21759,-1343,1615,0,8,0,400,0,15,0,1219,0,13:02.5,1
21:04.6,2736,106.0089928346718,29.35823257439878,346.55826014187187,106.006782,29.356452,351.8,291.6751359107403,4740,-103,4740,67,295,4,8,0,200,0,23,0,3715,0,13:02.5,1
21:04.6,6651,106.01557657322807,29.36443080721366,353.4724124837667,106.006782,29.356452,351.8,1229.4416505254042,4399,7,4399,67,74,172,0,0,200,0,4,0,12730,0,13:02.5,1
21:04.6,8467,106.00595473711923,29.357237616654405,367.89747524727136,106.006782,29.356452,351.8,119.56695178390228,31730,773,31730,318,928,0,0,0,200,0,5,0,8788,0,13:02.5,1
21:04.6,1862,106.00440485603056,29.35419080095863,350.0573596218601,106.006782,29.356452,351.8,340.75815031622045,22264,-29,22264,-46,18,0,0,0,200,0,11,0,2068,0,13:02.5,1
21:05.1,3348,106.0148357005009,29.362344011992338,362.24584835674614,106.006782,29.356452,351.8,1018.9629605993141,5013,58,5013,808,973,151,0,0,100,0,7,0,11872,0,13:02.5,1
21:05.1,1442,105.98146979578169,29.38657548158068,460.11062013730407,106.006782,29.356452,351.8,4147.516253024479,32365,147,32365,-90,48,2,0,0,400,0,54,0,408,0,13:02.5,1
21:05.1,7970,106.0055119864594,29.358176637946933,376.1169692520052,106.006782,29.356452,351.8,228.79700000013676,32717,610,32717,-363,479,0,0,0,200,0,4,0,4396,0,13:02.5,1
21:05.1,6522,105.99243804964388,29.347194354597132,362.7283716062084,106.006782,29.356452,351.8,1730.1941688507918,23362,35,23362,46,533,3,0,0,200,0,10,0,1213,0,13:02.5,1
21:05.4,8503,105.99522212960805,29.37385739817929,515.0751165039837,106.006782,29.356452,351.8,2238.1037402493575,32981,417,32981,227,686,132,0,0,300,0,4,0,53533,0,13:02.5,1
21:05.4,6843,105.9966725611947,29.369413452521204,373.6453183069825,106.006782,29.356452,351.8,1740.2204403270905,32566,71,32566,-181,471,23,0,0,300,0,4,0,1426,0,13:02.5,1
21:05.6,682,105.97885516191991,29.342339949028155,426.67023267410696,106.006782,29.356452,351.8,3131.8127383212573,24003,135,24003,-115,108,47,0,0,400,0,7,0,13940,0,13:02.5,1
21:05.6,7835,105.99568422091184,29.35139252940497,376.9516447465867,106.006782,29.356452,351.8,1215.1667127762214,24251,118,24251,-1320,1687,0,0,0,200,0,6,0,681,0,13:02.5,1
21:05.9,489,105.99936422157539,29.368949251380823,356.8287700600922,106.006782,29.356452,351.8,1561.3692250109866,33252,17,33252,181,617,17,0,0,200,0,26,0,1824,0,13:02.5,1
21:06.2,5092,106.01320722327435,29.358134490998694,355.35122239403427,106.006782,29.356452,351.8,651.2229892297017,7335,30,7335,202,895,5,0,0,200,0,5,0,8218,0,13:02.5,1
21:06.3,6687,106.00140468120402,29.366431176339802,330.1524076005444,106.006782,29.356452,351.8,1223.4065492024479,33473,-101,33473,1159,2502,644,1,0,100,0,5,0,1861,0,13:02.5,1
21:06.4,5788,105.99637728260048,29.353266521116538,357.3055169293657,106.006782,29.356452,351.8,1070.3350278601185,25073,28,25073,46,3,3,8,0,200,0,49,0,1604,0,13:02.5,1
21:06.4,1544,105.98842505047277,29.350878475149845,378.68996989447623,106.006782,29.356452,351.8,1886.8745289665624,25088,80,25088,46,101,4,0,0,300,0,4,0,1301,0,13:02.5,1
21:06.5,2063,105.98742702259216,29.352686754231467,364.057926944457,106.006782,29.356452,351.8,1925.3824237365436,25748,35,25748,-46,174,6,0,0,200,0,4,0,1245,0,13:02.5,1
21:06.7,644,105.99715743385113,29.35508619499841,353.1298752631992,106.006782,29.356452,351.8,946.8130505786414,26080,7,26080,-46,30,1,0,0,200,0,26,0,2016,0,13:02.5,1
21:06.7,6418,105.99710616721256,29.35516691209637,353.5403784774244,106.006782,29.356452,351.8,950.3458434510537,26138,10,26138,-46,201,0,0,0,200,0,6,0,2016,0,13:02.5,1
21:06.7,355,105.99989397223746,29.355397592120454,348.2809243630618,106.006782,29.356452,351.8,679.030249568958,26009,-29,26009,-46,56,2,0,0,200,0,6,0,4180,0,13:02.5,1
21:07.0,7084,106.0120206766101,29.3570026256138,345.84727955423295,106.006782,29.356452,351.8,512.3992468270653,8315,-66,8315,67,62,14,0,0,200,0,11,0,19280,0,13:02.5,1
21:07.0,4536,105.99047326658844,29.355233781350996,372.4412100035697,106.006782,29.356452,351.8,1589.6024093097228,26513,73,26513,-185,1030,0,0,0,300,0,4,0,1160,0,13:02.5,1
21:07.3,8992,106.007586587128,29.36659987821003,378.86309205461293,106.006782,29.356452,351.8,1127.9079762916826,397,136,397,-909,1383,15,0,0,200,0,5,0,1190,0,13:02.5,1
21:07.3,2077,105.97845902588254,29.355277513830615,419.42586468718946,106.006782,29.356452,351.8,2754.329852054969,26729,139,26729,-208,284,879,0,0,300,0,4,0,10664,0,13:02.5,1
21:07.3,7692,105.98322443226039,29.354233825338387,386.69945782236755,106.006782,29.356452,351.8,2301.1017198091918,26387,85,26387,-138,107,4,0,0,300,0,4,0,3597,0,13:02.5,1
21:07.8,1037,106.02740345717396,29.355751389371303,385.38541950378567,106.006782,29.356452,351.8,2004.3090335706947,9221,95,9221,-44,50,0,0,0,300,0,4,0,848,0,13:02.5,1
21:07.8,2318,106.00810784933516,29.365368079849787,368.54485350474715,106.006782,29.356452,351.8,996.8207843161518,742,95,742,-204,463,3225,0,0,200,0,4,0,6942,0,13:02.5,1
21:07.8,4949,105.98789199196585,29.358767366615055,365.2815199494362,106.006782,29.356452,351.8,1852.270530778705,27796,40,27796,92,128,41,0,0,200,0,20,0,4139,0,13:02.5,1
