ts,id,tra_id,x,y,z
11:42.7,9939,122,105.99416604160345,29.358015860792424,345.5747415134683
11:49.0,9939,122,105.99416604160345,29.358015860792424,345.5747415134683
11:17.9,3600,123,105.99692401886564,29.35760829800615,373.9996020756662
11:24.1,3600,123,105.9963182582776,29.357679326455173,374.0088580455631
11:30.3,3600,123,105.99581866875906,29.35773790367255,374.01690693199635
11:36.6,3600,123,105.99581866875906,29.35773790367255,374.01690693199635
11:42.7,3600,123,105.99581866875906,29.35773790367255,374.01690693199635
11:49.0,3600,123,105.99581866875906,29.35773790367255,374.01690693199635
11:19.8,1485,124,106.00787483886924,29.35794855550956,379.18825783673674
11:26.0,1485,124,106.00755683105051,29.357513074683222,379.1867417441681
11:20.6,4196,125,105.99639807676256,29.3465586014924,405.4750619539991
11:26.5,4196,125,105.99615660302572,29.346328502167065,405.48326506465673
11:32.8,4196,125,105.99595543798802,29.34613681170536,405.4902428695932
11:39.0,4196,125,105.99595543798802,29.34613681170536,405.4902428695932
11:45.2,4196,125,105.99595543798802,29.34613681170536,405.4902428695932
11:21.2,8755,126,105.9943767063241,29.367834301652586,355.5209446409717
11:21.2,5897,127,105.98976224319256,29.375834992116353,402.50010701455176
11:21.2,2971,128,105.98639184677675,29.34395909663494,377.64730855450034
11:27.4,2971,128,105.98636261280966,29.343941180747137,377.6486232262105
11:33.6,2971,128,105.98633825456929,29.343926252913906,377.64972007181495
11:39.8,2971,128,105.98633825456929,29.343926252913906,377.64972007181495
11:22.0,7507,129,106.01256339773434,29.358884079153995,346.05064135883003
11:22.8,7065,130,105.98030083802756,29.35047649623967,412.304335241206
11:23.0,9586,131,106.04638205492957,29.361366707913973,505.00248462706804
11:23.4,9132,132,105.99365997156332,29.356356882222453,369.5034969979897
11:23.6,9469,133,106.00772316382782,29.373260383017968,372.92703875526786
11:23.6,2798,134,105.99029340956905,29.357335110798523,392.56189476605505
11:23.8,6812,135,106.02740652773332,29.35564137693554,393.43105650600046
11:24.1,9486,136,105.99683315738525,29.357411551041835,367.73516573011875
11:26.8,6575,137,105.99225297014922,29.367991816328708,359.7562329256907
11:27.3,3838,138,106.00240710073325,29.36106721135415,343.86768408864737
11:27.3,5897,139,105.99013493541096,29.376030575044044,404.91310104262084
11:33.6,5897,139,105.99009316280811,29.3760796916004,404.91599207092077
11:39.8,5897,139,105.99005842690968,29.37612053429797,404.9184016129002
11:46.0,5897,139,105.99005842690968,29.37612053429797,404.9184016129002
11:52.2,5897,139,105.99005842690968,29.37612053429797,404.9184016129002
11:27.6,8755,140,105.99613919451112,29.36790900197295,366.0673513356596
11:28.2,7507,141,106.01256833196838,29.358798711799423,346.33711709454656
11:34.4,7507,141,106.01252092285557,29.35877948596242,346.33662660233676
11:40.6,7507,141,106.01248190078212,29.35876366130683,346.33622591011226
11:46.8,7507,141,106.01248190078212,29.35876366130683,346.33622591011226
11:53.0,7507,141,106.01248190078212,29.35876366130683,346.33622591011226
11:59.2,7507,141,106.01248190078212,29.35876366130683,346.33622591011226
12:05.4,7507,141,106.01248190078212,29.35876366130683,346.33622591011226
12:11.7,7507,141,106.01248190078212,29.35876366130683,346.33622591011226
12:17.9,7507,141,106.01248190078212,29.35876366130683,346.33622591011226
11:28.2,3651,142,105.9921176084517,29.350182882735382,376.46449146047235
11:34.4,3651,142,105.99215012023123,29.350196784358758,376.463619469665
11:40.6,3651,142,105.99217669507415,29.350208147414858,376.46290814783424
11:46.8,3651,142,105.99217669507415,29.350208147414858,376.46290814783424
11:28.2,4388,143,105.99941841529784,29.353635579831522,347.7622922230512
11:34.4,4388,143,105.9988879776251,29.353432676576023,347.76941557973623
11:40.6,4388,143,105.9984544050529,29.353266824033813,347.77560602966696
11:28.2,5266,144,106.00427258710587,29.35532954780267,423.0771702565253
11:47.1,7217,144,106.00413647015161,29.35560264803782,423.0771676041186
11:29.0,7065,145,105.9801637894051,29.350051744813204,412.867594037205
11:34.9,7065,145,105.98005904064284,29.350026546258373,412.8720340067521
11:41.1,7065,145,105.97997356341571,29.350005983629277,412.875670039095
11:47.3,7065,145,105.97997356341571,29.350005983629277,412.875670039095
11:53.6,7065,145,105.97997356341571,29.350005983629277,412.875670039095
11:59.8,7065,145,105.97997356341571,29.350005983629277,412.875670039095
11:29.2,9586,146,106.046325605443,29.361354088626527,504.2036188663915
11:29.2,2696,147,105.99997394075515,29.355514431644135,352.74448927957565
11:34.9,2696,147,105.99980791362917,29.35549156274869,352.7462213775143
11:41.1,2696,147,105.99966199907519,29.355471464018468,352.7477781055495
11:29.5,9132,148,105.99376740388692,29.355816983154803,370.7140467790887
11:29.8,9469,149,106.00774127343773,29.373210516353677,368.9764713915065
11:36.0,9469,149,106.00773786360692,29.373150956381966,368.97453893721104
11:42.2,9469,149,106.00773496434786,29.373100314580373,368.9729012493044
11:48.4,9469,149,106.00773496434786,29.373100314580373,368.9729012493044
11:54.7,9469,149,106.00773496434786,29.373100314580373,368.9729012493044
12:00.8,9469,149,106.00773496434786,29.373100314580373,368.9729012493044
12:07.1,9469,149,106.00773496434786,29.373100314580373,368.9729012493044
12:13.3,9469,149,106.00773496434786,29.373100314580373,368.9729012493044
12:19.5,9469,149,106.00773496434786,29.373100314580373,368.9729012493044
11:30.1,6812,150,106.02737553810387,29.355649785089252,392.89259425364435
11:36.3,6812,150,106.02716773463351,29.355657895949243,392.88629190903157
11:30.3,9486,151,105.99633444800774,29.357831900492112,358.8611206440255
11:32.5,9322,152,105.99461587504318,29.363355933834665,330.4728465657681
11:32.8,6575,153,105.99122008323205,29.367035249494748,374.31319521646947
11:38.4,6575,153,105.99109934669312,29.36711734351527,374.31766848638654
11:44.6,6575,153,105.99099631612737,29.367187398283697,374.3215130828321
11:50.9,6575,153,105.99099631612737,29.367187398283697,374.3215130828321
11:57.1,6575,153,105.99099631612737,29.367187398283697,374.3215130828321
11:59.5,9132,153,105.99450317908382,29.35296136758156,374.3112013665959
12:03.3,6575,153,105.99099631612737,29.367187398283697,374.3215130828321
11:33.0,1485,154,106.00753210034019,29.357321227297035,357.0631502829492
11:39.5,1485,154,106.00743085682616,29.357203905939638,357.06286169122905
11:45.7,1485,154,106.00740215040433,29.35717064076888,357.06278746481985
11:33.3,3838,155,106.00234555689754,29.36100579650001,342.7706647850573
11:39.5,3838,155,106.00231129995582,29.36104095744872,342.771201107651
11:45.7,3838,155,106.00228304948703,29.361069953394676,342.7716464968398
11:51.9,3838,155,106.00228304948703,29.361069953394676,342.7716464968398
